index,co2,humidity,temperature,seat_num,y,prediction_label
24514,637.0,30.200000762939453,26.600000381469727,56,0.0,0.0
24515,727.0,25.5,27.100000381469727,80,0.0,0.0
24516,794.0,37.599998474121094,26.100000381469727,183,0.0,0.0
24517,858.0,27.899999618530273,25.899999618530273,56,1.0,0.9969999998807907
24518,869.0,26.200000762939453,27.5,80,0.0,0.0
24519,631.0,22.200000762939453,26.0,183,0.0,0.0
24520,628.0,32.0,27.100000381469727,183,0.0,0.0
24521,616.0,30.299999237060547,24.0,56,0.0,0.0
24522,710.0,20.299999237060547,26.600000381469727,80,0.0,0.0
24523,576.0,33.599998474121094,27.700000762939453,80,0.0,0.0
24524,1104.0,33.29999923706055,25.600000381469727,56,1.0,0.7200000047683716
24525,792.0,24.700000762939453,25.5,56,0.0,0.0
24526,855.0,28.700000762939453,26.299999237060547,183,0.0,0.0
24527,1059.0,42.5,25.399999618530273,56,1.0,0.9915000000596046
24528,1224.0,28.899999618530273,27.5,56,0.0,0.0
24529,910.0,45.29999923706055,25.5,56,1.0,0.94
24530,1239.0,35.29999923706055,27.200000762939453,56,1.0,1.0
24531,1079.0,26.399999618530273,27.700000762939453,80,0.0,0.0
24532,847.0,44.900001525878906,25.0,56,1.0,0.9420000004768372
24533,510.0,35.900001525878906,25.899999618530273,56,0.0,0.0
24534,917.0,34.599998474121094,27.100000381469727,80,0.0,0.0
24535,629.0,22.5,27.399999618530273,56,1.0,1.0
24536,1285.0,30.399999618530273,28.200000762939453,80,0.0,0.0
24537,907.0,25.100000381469727,27.5,80,0.0,0.0
24538,919.0,31.700000762939453,27.5,183,0.5,0.5
24539,965.0,35.70000076293945,26.700000762939453,183,0.0,0.0
24540,699.0,37.099998474121094,26.0,56,0.0,0.0
24541,538.0,38.20000076293945,27.5,80,0.0,0.0
24542,664.0,20.700000762939453,26.200000762939453,80,0.699999988079071,0.5
24543,712.0,26.200000762939453,28.5,56,1.0,1.0
24544,676.0,26.799999237060547,27.700000762939453,183,0.0,0.0
24545,1036.0,28.799999237060547,27.799999237060547,56,1.0,1.0
24546,650.0,28.299999237060547,27.600000381469727,80,0.0,0.0
24547,515.0,21.700000762939453,26.100000381469727,56,0.5,0.47
24548,917.0,28.700000762939453,27.600000381469727,183,1.0,1.0
24549,486.0,24.600000381469727,24.799999237060547,56,0.0,0.0
24550,949.0,43.400001525878906,27.0,56,1.0,1.0
24551,1212.0,36.29999923706055,26.100000381469727,56,1.0,1.0
24552,765.0,28.200000762939453,25.700000762939453,56,1.0,1.0
24553,824.0,26.5,27.600000381469727,80,0.0,0.0
24554,616.0,20.600000381469727,26.399999618530273,80,0.5,0.5
24555,792.0,27.0,27.100000381469727,183,0.0,0.0
24556,608.0,27.100000381469727,27.899999618530273,56,0.30000001192092896,0.30000001192092896
24557,621.0,39.0,25.399999618530273,183,0.0,0.05
24558,668.0,20.5,26.299999237060547,80,0.5,0.5
24559,1061.0,26.399999618530273,27.700000762939453,80,0.0,0.0
24560,1115.0,26.399999618530273,27.5,80,0.0,0.0
24561,671.0,19.799999237060547,26.5,80,0.0,0.0
24562,528.0,31.399999618530273,23.399999618530273,56,0.0,0.0
24563,869.0,40.099998474121094,25.799999237060547,56,1.0,1.0
24564,829.0,32.20000076293945,24.0,56,0.0,0.00699999988079071
24565,799.0,23.200000762939453,27.799999237060547,183,0.5,0.5
24566,1039.0,42.79999923706055,26.399999618530273,56,1.0,1.0
24567,630.0,34.5,25.399999618530273,183,0.0,0.0
24568,1270.0,42.20000076293945,26.600000381469727,56,1.0,1.0
24569,1024.0,26.600000381469727,27.600000381469727,80,0.0,0.0
24570,538.0,33.099998474121094,27.700000762939453,80,0.0,0.0
24571,900.0,29.200000762939453,27.799999237060547,56,0.5,0.5
24572,662.0,41.0,23.799999237060547,56,0.0,0.0
24573,558.0,36.79999923706055,26.0,56,1.0,1.0
24574,839.0,40.20000076293945,25.700000762939453,56,0.699999988079071,0.7229999893903732
24575,892.0,28.600000381469727,26.600000381469727,183,0.0,0.0
